x1,x2,x3,x4,ks,cs,u
0.101081049,-2.431648329,0.463589209,2.483135928,28302.32633,1887.682019,-963.8533323
-0.026561316,-1.906422574,0.011689985,-1.341243409,25213.72793,2134.085714,1000
-0.064903818,-2.236658301,-0.217958841,-0.559067299,14129.94163,2512.040042,176.1130096
-0.156645841,-0.624036375,0.348275833,0.032657807,37728.22076,1818.343003,-463.1810847
-0.193872958,2.250878416,-0.007145866,2.073126856,34918.81187,2003.446114,-1000
-0.093013224,-0.459400533,-0.035776373,0.918362244,34642.55374,919.9619072,-1000
0.015482097,-2.098882094,0.180447484,1.644258633,25108.75542,2379.792777,-1000
-0.045475749,-2.162517177,0.100246017,-1.158181269,39384.47936,2534.75379,715.3935058
0.196853628,1.146487126,-0.496748644,2.443728339,20243.87155,625.1340816,-1000
0.198476407,0.60805286,0.229152599,2.286386865,24384.22919,959.4002283,-1000
-0.124579797,-0.807845639,-0.26454306,-0.269144587,33710.2855,1541.114799,-1000
0.124208363,-0.742504925,-0.45141965,-0.783654417,11762.96219,589.0822244,1000
-0.235204446,0.401013242,-0.104583858,0.948234003,12206.02547,2647.773726,-1000
0.101401411,2.299818654,0.155644195,0.461279907,15340.11932,1535.63123,-29.30123797
0.204851839,-2.43317591,-0.184280671,0.109618463,22657.71142,2838.36176,1000
0.226735766,0.933695841,0.003344328,-1.140841798,15021.03939,1967.761976,1000
-0.104654635,1.638765778,0.017667674,-1.162924405,21454.20928,2683.156938,128.581504
-0.198885353,-0.136996595,-0.392649512,0.544212174,19549.55596,1653.703161,-1000
-0.124154586,-0.420854585,-0.03805179,0.011195875,19359.81866,2901.80248,-860.3038711
-0.154504279,-0.89289485,0.330158793,2.234028389,26745.05368,1149.323687,-1000
0.111796713,-2.386538773,-0.067687931,-2.080187985,23963.93683,596.8818355,1000
-0.044251769,1.198704556,-0.139582749,-1.129597813,19891.05528,2459.705921,561.3916138
0.156462327,-1.163222653,0.421819477,-1.809657769,34331.85408,695.5829277,1000
0.163083885,0.693972711,-0.080543955,1.235084186,37828.32799,2527.281464,226.8298133
0.242017191,-1.29183625,-0.026538153,-2.472982653,37529.68242,2184.063609,1000
-0.206965635,-1.612139776,-0.40733717,-0.993750895,32709.50314,2471.169405,-1000
0.210630651,-2.461438425,-0.266714355,-0.698907502,32430.27492,2203.881051,1000
-0.18985344,-1.018823156,-0.211729362,1.364428038,30974.79549,2918.236566,-1000
0.214757259,-2.405017142,-0.133829388,0.820146009,32822.54019,1963.889059,660.5138782
0.16547732,2.427733706,-0.477282643,-0.888451761,38155.8489,1498.171804,951.7786114
-0.18394615,1.227579247,-0.356356706,-0.62557073,38945.69404,1495.120866,-1000
-0.021738577,-0.678428503,-0.358690621,-1.75056202,19431.14286,2566.063693,1000
0.15598867,0.000281841,0.250651567,-1.031344468,29642.82824,748.4840989,1000
-0.036020033,-2.475955556,0.184721238,-1.693109144,13391.94152,881.1380819,1000
-0.140716401,1.202328012,0.078541768,-1.682277672,24215.89993,2589.525327,307.7466889
-0.184328488,-2.134110838,0.255695876,1.213854834,22282.71534,2556.672576,-1000
-0.180519383,-0.609762095,0.41532264,0.394838166,10234.66838,2351.027164,-1000
-0.213608666,-1.706269645,0.23150167,-1.388848854,18307.17236,2714.6516,-407.4625753
0.200187198,-2.338111809,0.015619745,1.487327325,38696.34762,2762.978067,619.0475448
-0.225086963,1.008291342,-0.348336204,0.818027248,37602.61072,1815.889768,-1000
-0.048613437,0.279688813,0.276452252,0.312559603,22279.01755,1004.569226,-284.7666338
-0.071103196,-0.827151057,0.471576472,1.024391008,25329.61363,1826.910094,-932.2319373
-0.22820261,1.566194234,0.1919583,-1.204735534,23865.11649,1652.48135,-38.01664184
-0.214661518,1.067798177,-0.46308956,-2.246206937,32893.62449,820.6537831,549.6533649
0.08308993,0.532698142,-0.070683123,0.130856663,28353.61627,865.9402767,121.9604813
-0.056922789,-1.661406732,0.253251944,0.559990493,28509.24919,1057.067413,-511.6235096
-0.086033855,2.026117066,0.192319544,0.119208282,32740.89654,2591.272632,-513.8656286
0.110284726,-2.125830854,0.364909017,1.5581652,13319.19688,970.8580591,-1000
-0.071319078,-1.626774381,-0.102029208,1.509449349,27806.32139,1038.323981,-1000
-0.01350462,-2.409306878,0.188666124,0.322130078,16411.37312,2691.727626,-372.020883
0.031912494,0.487665719,0.076362531,1.516419521,14510.53684,2550.304286,-1000
-0.018413307,0.294867169,0.350449397,-2.215329368,30038.08379,1955.60896,1000
-0.068602109,1.557192168,-0.238347171,-2.314399949,18761.13641,744.3654728,1000
0.048554536,0.134963205,-0.195677252,-0.279501507,22817.44271,2857.794472,461.8687682
-0.182440618,0.869710914,0.407113727,-2.042849887,21969.3775,581.2114929,1000
-0.210727746,-2.267462926,-0.163552146,-0.470136982,31216.32401,922.4804937,-1000
0.207835551,-2.008062247,0.1656226,-0.412670468,14396.36537,1304.885081,1000
0.006810929,-1.805126407,0.177021313,0.894818872,30227.29663,2281.060113,-441.2330889
-0.14009122,-2.247493315,0.394151154,-2.029651561,17566.28178,982.5167208,1000
-0.158913408,1.177256006,-0.316845244,0.334693863,35759.39221,2674.462,-1000
0.120552846,-1.756637968,0.009583371,0.096832673,37100.58425,682.7542859,417.4008266
-0.02924442,0.089458014,-0.097279262,-0.108319981,28172.56102,2757.690618,-228.9937291
0.123855577,-2.126910612,0.391405977,1.845577299,23315.54391,2053.139845,-491.2712716
0.050844138,0.338547718,0.471971379,-0.332246598,35027.74386,1726.63453,1000
-0.04640144,-2.108467862,0.198318,1.946312232,31445.87191,503.7893966,-1000
-0.049196847,-1.820431041,-0.364633274,0.045768702,28921.82913,2871.915138,-723.7932193
-0.190131614,0.605419087,0.399240949,-0.297946093,31483.10208,899.638071,317.3236776
0.09053677,-1.746214606,-0.486518164,-0.414248303,11571.10823,2057.036911,1000
0.047414212,-1.003933389,-0.14704718,0.076743319,24582.0745,2129.990648,141.3526063
0.213037157,2.244393643,-0.459175946,-1.398643429,36340.07422,2742.634797,1000
0.215017631,-2.0501541,0.320109561,1.987128456,38809.01476,2474.385199,810.6646648
0.001682351,2.381027898,0.310800136,1.161527049,25048.30381,2403.76176,-688.7459135
-0.093491644,-0.048436447,-0.356037825,1.597362157,23380.72944,1553.09722,-1000
0.022665003,-0.285150379,0.012742448,-2.117546075,13295.19509,1645.514444,1000
-0.233269892,-0.072753883,-0.4206358,0.776165534,10368.9995,2209.930743,-1000
-0.215453828,-0.723921499,0.345500407,2.006182659,21267.46499,1760.468453,-1000
0.102337159,-2.393787389,-0.030441217,0.132218957,22268.04182,1465.174699,488.996279
-0.086747897,0.895366096,-0.119952182,1.16668578,34736.11437,2906.680626,-1000
3.13E-02,1.486088227,0.127319106,0.682113049,23913.0599,814.4892202,-629.1128708
0.150509556,2.002463889,-0.157195519,-0.945923417,22884.55224,2012.410883,1000
0.070824327,-2.011922491,0.086803317,0.290338678,28823.61238,2884.185637,420.8434065
0.110730893,-2.01579325,0.3029061,-2.041604938,31496.50871,2157.059282,1000
0.22497644,-1.560720602,-0.134521684,0.008237767,19960.15151,1717.830118,1000
-0.199262968,0.772876006,-0.303159556,-1.861397774,10097.17795,2197.304708,1000
-0.091152849,2.145634125,-0.216284319,-1.37932755,20651.0957,1765.882285,645.0860678
-0.068046202,-2.370112183,0.222514787,-0.990504808,22928.51626,1289.640313,1000
-0.11324913,-0.594707781,-0.110901772,-1.404552526,36440.47386,2006.180147,173.4718794
-0.204760637,-1.741310017,-0.132564609,-1.589042652,22385.75442,2540.679944,-257.1290643
-0.081957666,-1.043573366,-0.049561134,0.799379888,35530.94793,1625.052375,-1000
0.234380028,-2.38998414,0.211851338,-1.260142381,22551.15522,1737.03201,1000
-0.126343807,-2.446416343,0.053530435,-2.46930874,29071.37735,622.182605,1000
0.235378947,2.272893044,0.445787723,-2.178309842,34790.84428,1514.088617,1000
-0.146387894,-2.395182596,0.327550095,0.239673631,29872.6959,2092.275721,-807.2632899
-0.033863753,0.746019154,0.271262789,0.71218966,29116.53403,1170.987789,-547.0541001
-0.030412251,-0.693727406,-0.404142682,-0.407866937,35894.30585,2105.147771,-634.6107062
-0.149722466,1.673896586,-0.459464842,1.460757569,20943.78527,912.6092941,-1000
0.061846861,0.712200164,-0.436494949,2.489788191,22309.60678,1841.143099,-1000
0.030268176,0.39358948,0.294019523,-1.095903158,28560.415,1806.737414,1000
-0.248115217,1.767545226,0.255569068,0.782367706,21904.60929,997.6340497,-1000
-0.0737326,-0.5921794,-0.162698393,0.740042069,26309.09415,1933.143837,-1000
-0.224729387,1.170538985,0.047369766,-1.530305771,23238.47981,1508.893731,311.5999735
0.144074353,-0.98583219,-0.228913087,-1.970789023,35594.16702,2009.661032,1000
0.241255999,2.335460074,0.112332154,-0.448123478,21855.02679,2454.899765,1000
0.062576914,0.196828602,-0.044928579,1.980214582,23343.94859,1250.859246,-1000
0.221091371,0.248738298,-0.049881751,2.028226822,20029.51893,1900.458692,-587.9554615
-0.246241643,1.128415293,-0.084008726,-0.023095933,38214.75019,2926.869136,-1000
0.114376917,2.309338583,0.467289381,-1.554523744,28438.76103,2894.290521,1000
-0.142781771,2.168195116,0.273433678,-0.215393559,25357.44685,1586.050634,-386.2447279
-0.109367628,-1.169793857,-0.287158871,-1.045535496,24858.57465,2933.508503,-244.1354177
-0.108099058,-1.380204338,-0.188034126,-0.555069478,38202.72521,2850.598436,-779.987185
0.181242363,1.437073256,-0.061168224,-1.514104992,24651.24651,1192.49234,1000
0.204063903,1.905155833,-0.371678215,0.364933581,21695.56001,2072.67009,774.0244962
-0.148955744,0.085899176,0.206990718,0.966162251,16220.97856,1616.532005,-1000
-0.067896215,1.751213944,-0.339013203,-0.439381677,35709.31389,1659.007659,-846.5012165
0.026788045,2.4182191,-0.386356109,0.328065562,31234.34506,1811.963671,-819.4935103
-0.194528026,-1.199065548,0.45258302,-1.362468925,13370.20486,1989.730002,35.18070493
-0.114979523,2.340293402,-0.352150237,-2.127904025,26239.0977,2009.047091,714.9502477
-0.200418598,-0.26882892,0.139823491,-0.494316724,14429.37411,2545.431669,-925.6682645
-0.058914876,-0.095327682,0.31734313,-0.220654192,34500.0296,2760.970661,126.4303301
-0.172355678,1.418952335,0.134714996,1.765770493,28710.79394,2671.539303,-1000
-0.02884418,-2.438364053,0.372693315,-1.327735907,12511.17988,2440.529854,672.4320419
0.183294589,-2.317840004,0.401774793,-0.265188939,11058.31848,2658.629569,865.6720426
-0.162724024,2.306593283,-0.155010933,-1.539176967,28320.80009,2945.856701,-327.9167523
0.140596925,-1.912350802,0.291335906,-0.099008493,39692.78387,1286.829706,1000
-0.154180786,-0.417154478,0.325675353,1.491042979,37997.20151,2552.21979,-1000
-0.129479378,0.273769217,0.419350275,1.798276477,15634.38168,1947.714733,-1000
0.003102235,0.699755931,0.17766945,2.331349032,32535.52924,2191.263382,-1000
0.000633827,-0.780978818,-0.323180901,2.328361795,27630.69108,1043.348422,-1000
0.194914314,-1.804477749,0.304783652,0.944712806,29005.6176,1002.668002,651.5388695
0.144569731,-1.121966787,0.367790837,-0.305459716,35685.13707,1843.058249,1000
-0.103060481,-1.223819175,0.122294373,0.531190693,33983.1502,2221.066459,-1000
0.13423371,-2.444971055,-0.127451213,2.357316848,22729.22472,1956.862682,-1000
-0.043224168,0.947212986,-0.158958517,-2.167351072,30949.13526,1668.665079,1000
-0.036508826,0.778560085,-0.321419915,2.42692091,19812.19518,2164.714931,-1000
-0.197086082,-2.410563068,-0.452218557,2.093082582,15667.76276,1442.954838,-1000
-0.097447839,-0.854291622,-0.208471643,2.395574693,38325.01094,644.3962529,-1000
-0.231483522,0.042895724,-0.047918375,0.012915907,26783.09734,1819.746179,-1000
-0.217517087,1.045885358,0.398580798,1.170911735,25252.95915,2691.423571,-1000
0.216056769,-0.036989403,0.254061228,0.599975592,22897.25306,1182.106866,829.8634054
0.020859858,-0.712353848,0.294757181,0.491823701,28319.75143,1196.702516,121.3724503
-0.134529224,0.635614339,0.01694996,-1.14208761,13146.58597,2928.276615,-47.60091223
0.22089435,0.969044906,-0.208040289,-1.866286624,33647.922,2455.342198,1000
0.20858129,-2.088412608,-0.309307118,0.329641776,33257.47959,1226.837635,303.5765935
0.222911454,1.111744649,0.35970149,2.179263458,13839.61314,1245.581202,-1000
0.069989439,-1.534416514,-0.140767441,2.136046656,30122.54208,2993.325982,-998.5588493
-0.078001743,-0.946778949,0.257889216,1.41543125,23396.20226,1257.129842,-1000
0.090009312,-1.650489535,0.311425441,-2.083996028,10434.17686,2442.146443,1000
-0.034866922,2.130155573,-0.396639875,-0.396726506,26271.2815,521.7253006,-512.8596693
0.039106107,-0.324782375,-0.063773654,2.041519278,34866.84264,2288.961622,-1000
-0.203113142,0.552986361,0.4585972,-0.87685014,21123.80196,1211.612557,461.4363928
-0.248917065,2.294859355,0.372152786,-1.132906737,21720.62654,2200.117483,-509.0983523
-0.149281019,1.69671777,0.340879319,1.975556974,19984.60918,2277.430795,-1000
-0.210573213,1.34604594,-0.372724567,-0.90901364,24732.74556,620.3106913,-381.5522847
0.161152055,-2.31428752,0.492929338,0.111298981,27244.90966,1356.791183,1000
0.213983231,-0.347166227,-0.109632291,1.653878324,14191.07033,691.5411125,-1000
0.129974962,0.25363093,-0.483058182,-1.995017398,39975.28985,515.2101812,1000
0.088458825,1.38040842,-0.190837759,0.642511894,19228.0459,2747.502879,116.7691544
0.220431055,1.013993333,0.390513367,1.821107407,21071.87838,2789.627258,328.7305191
-0.192205015,2.43291203,0.122721068,0.550154777,10028.83803,2639.413593,-1000
0.170532948,-1.882386278,-0.136032234,0.62998216,39999.65268,2603.549431,697.2429646
0.179492505,1.707005188,-0.409598623,-2.272752326,21222.37308,1526.8037,1000
0.01978133,-1.659403655,-0.304466258,-0.399933804,34113.59318,1422.753022,-97.81225606
-0.066504529,1.035364728,0.343844022,-1.777711113,39562.55173,925.5373223,1000
-0.043344338,0.681696979,-0.412115675,-1.784386672,29835.76937,2870.9887,486.2642821
-0.169624832,0.686952026,0.45142937,0.545780962,18440.387,543.0837859,-713.6037299
-0.150543557,2.061117046,-0.43672756,-1.528548763,21845.85207,1562.376613,280.8980119
0.183882862,1.931941204,0.291701207,0.190533218,10133.45164,1908.19601,380.2134151
-0.200644484,1.282570315,-0.296112856,-1.084871057,16476.9595,1109.875279,332.5761634
-0.209042047,-1.667089157,-0.270529917,1.333509349,19281.08183,2088.121585,-1000
-0.123111275,-1.816158329,0.370603837,-1.862339221,13881.69576,830.6854352,1000
0.019994317,-0.16168392,0.263161992,0.236305406,25084.69002,1663.215852,215.1016526
0.22052957,-0.603628637,0.483984607,-1.971951776,22459.87577,1095.539275,1000
-0.168636328,1.55981265,-0.08595865,1.844131764,30678.80896,2817.612676,-1000
-0.053545463,0.179074872,-0.19014956,0.429332655,35577.63338,988.09328,-1000
-0.174744294,-2.158797879,0.333210235,-0.255262421,24713.80755,2904.019191,-905.546413
0.101777917,0.577700646,-0.181962304,1.232531753,27002.35652,2462.106682,-396.7769466
-0.059773493,0.734264453,-0.450711842,2.04791449,18856.37391,2645.55689,-1000
-0.032656048,2.278588268,-0.119434362,-1.974413958,29957.84283,838.5943955,1000
0.151841801,0.458837697,0.248829297,1.165848638,35047.83448,1142.438314,273.5770611
0.022391595,-1.144011488,-0.134189978,0.604377021,33790.35714,904.6457096,-1000
0.132120999,-1.15993158,-0.268967986,-1.211564505,27197.92137,2672.298401,1000
-0.052345218,-0.130282793,-0.37956936,-2.155819463,33280.60154,901.8994083,1000
0.17146615,-1.3466144,-0.20870474,0.837325502,13669.60695,1823.116949,164.5573463
-0.195824601,-1.538946446,-0.148856673,-0.730992086,21760.68322,2326.351669,-792.2719152
-0.067552424,0.799296813,-0.419571599,-0.903382953,27651.72337,1228.010385,-129.890197
-0.119255789,0.802510328,-0.191820503,-0.28186324,10949.26955,2337.460036,-231.047919
-0.164500408,-2.397152604,0.179371665,0.452273601,31254.60518,1933.844882,-1000
0.06517955,0.299147066,-0.421233103,-1.911010824,36149.5877,1119.306802,1000
0.087443573,0.865029481,0.269210832,-2.251386733,13172.55606,976.5724547,1000
-0.132795643,-1.238105956,-0.439410963,-1.827012861,26612.43182,2598.558552,34.43030353
0.082632452,2.306738607,-0.180939659,-2.077311412,22677.23402,2259.462991,1000
0.232975907,2.338282761,0.070893048,0.128173164,12734.24137,1808.522683,1000
0.109289666,-2.333032482,-0.12268249,-1.34870167,12216.32333,2320.301176,1000
0.193871876,0.296608348,-0.23002329,-0.957402978,17459.60102,2206.823666,1000
-0.101117207,2.424942703,0.364061781,-1.102016814,24206.34154,1702.484086,830.7904139
-0.191875975,1.74641725,-0.067457012,-2.25520848,35880.00438,1768.401616,589.1643023
-0.059948881,-0.282485129,-0.137127916,0.001146915,25402.21824,2038.255066,-556.3198901
0.053401235,1.29849015,-0.461217038,1.354660528,31792.53982,2504.297822,-1000
-0.153457629,2.302808995,-0.298751242,0.175711198,30579.35097,1049.514873,-1000
-0.095751647,1.043657439,-0.090895045,1.997103625,17296.7743,2549.457733,-1000
-0.080324134,1.082532502,-0.325258471,-1.533019919,39492.47221,1321.323651,212.195194
0.16611054,-2.465317228,-0.050241436,0.985002769,37507.37164,1534.120374,106.2359176
-0.189353791,-2.164334451,0.162983657,-0.636765069,24642.09893,634.9825347,515.8732017
-0.058286339,-1.390924765,-0.110234543,-2.393702634,37131.68758,870.2489301,1000
-0.072073504,-0.128332996,-0.249275135,2.106170154,24222.11029,2561.049215,-1000
-0.181452845,-0.517386907,0.14156542,2.442340468,28073.10288,1978.727425,-1000
-0.025831532,-2.104091434,0.233423422,-1.565453857,23709.43146,817.7374037,1000
0.196397236,1.849693947,0.158955029,2.271713906,17903.57387,2355.717729,-625.1362137
-0.006405301,-0.342654467,0.143405433,-1.25928234,12230.93375,2061.37672,1000
0.029454102,-0.156926861,0.392177568,-1.859834008,37640.02026,2294.536693,1000
0.216214789,-1.22995672,-0.299831169,2.157404241,34068.40546,1654.290966,-1000
-0.231225847,2.273728754,-0.402170165,-1.213018317,10002.15694,2715.95522,150.1064145
-0.036210331,1.837022936,-0.497265461,0.829557976,15938.2252,1693.54603,-1000
-0.15534217,-1.95398678,0.033246664,-0.163718057,14536.70306,1949.959189,-713.7555873
0.178353319,0.992862457,-0.410457981,-1.942237918,32029.297,1976.58866,1000
0.071403298,-0.862075377,0.145611004,-0.405754933,14262.4763,1866.062734,781.9984088
0.106482969,2.498422849,-0.278479603,-1.372959583,35524.48313,2738.104546,1000
-0.114286297,2.0190569,-0.023249608,0.414754818,14077.05128,2720.681404,-1000
-0.188527111,-1.986755331,-0.00331347,1.929293622,29053.39012,2272.47757,-1000
0.054136532,1.351391034,0.271602403,-2.427554507,39149.61416,2086.719376,1000
0.014857196,-2.472229956,-0.49144181,-0.538655278,14060.29683,1462.021545,815.6623889
0.166175124,-1.373595777,-0.094312107,-2.499110116,28196.88096,1786.465977,1000
0.201131873,0.723032095,-0.045951648,1.329140315,34443.41629,580.3000059,-1000
0.009853081,0.310274779,-0.45431372,0.899540392,32362.03869,590.5613511,-1000
0.152076106,1.768681951,-0.330618848,2.47024171,16776.93682,1878.799068,-1000
-0.071523392,0.725627633,0.424310599,-0.249466667,12775.44368,1854.314631,-359.8017736
0.24404537,1.995541391,-0.036139373,1.185711883,21805.07735,867.5128516,-628.0652015
-0.172974128,-1.814754047,0.284687591,0.816347132,20573.14902,1984.4342,-1000
0.012737858,0.48293083,-0.206429308,-2.241156416,16493.95258,2025.022796,1000
0.015995651,2.129890959,0.38323766,1.93686235,38889.75863,1440.878482,-998.5989203
0.219208686,-2.027179377,0.34312718,-1.443986374,20318.78754,1696.755223,1000
0.17700304,-2.348401613,-0.322282957,-0.43412135,32872.13704,1345.919553,1000
0.058208882,-0.899927291,-0.023799586,1.135308311,31304.93306,956.1679386,-1000
0.213448465,-0.372714754,-0.126122572,1.429093292,38671.45388,2436.755119,376.5808992
