v
589.3492646
651.2012244
1984.926846
430.79456
102.6205766
859.062304
993.1683029
1698.935798
1092.32724
603.8260567
324.5604399
537.5480621
3598.750279
753.6782067
2078.025822
746.4365794
1306.300234
1425.294286
189.7748963
7368.575801
10573.75589
1429.507186
1076.143068
444.6533769
1820.649347
949.8538988
6330.1748
879.1199844
14.7199325
1506.002696
439.5698462
2566.753926
6592.511132
4013.74573
2255.781708
1045.646927
276.1069195
4676.279168
10236.76141
7042.17465
793.9565716
3221.250099
1988.188381
1833.683081
1740.748889
3664.643883
2700.897403
535.3115604
971.6317945
747.7148822
1365.837212
810.9621051
1581.876655
1642.65448
1422.163151
5581.46968
248.1704841
1073.864006
4035.87679
432.1986448
500.1702939
471.8310455
538.7723262
1567.081683
678.3706849
6738.474763
1387.924842
3099.885793
4145.459009
333.3619858
951.3415659
553.5905917
529.9568364
3556.995577
426.5818149
2878.440512
1816.643706
262.5272143
423.9307603
6083.745317
6260.050127
1264.50558
1284.201705
1244.782629
58.88256986
178.1793896
584.1727774
8829.339664
403.1101498
1970.608898
1594.68305
856.8240514
1800.539201
482.5737279
794.7578578
410.9177305
5703.529935
1390.367685
593.0173778
406.127543
931.1488921
1703.249068
1937.380577
650.2104686
5343.188631
1023.801101
1054.438593
4728.67369
122.579116
6232.18983
969.8949895
3015.033424
2992.85688
247.2587711
7917.476636
338.8085038
8188.918393
4222.80938
1778.552999
5905.862111
736.2078704
1277.858542
3380.425553
854.4439717
4394.188807
1120.484003
140.9526523
2382.513124
799.5080393
486.3903041
752.645689
7228.279188
177.0378214
748.7097122
446.3609233
3440.52337
179.0579979
319.4621933
181.2940519
1519.187622
2155.029051
274.1645523
394.2057547
2689.436343
838.826496
110.5564922
380.5229052
3052.251236
3953.759493
265.415469
989.9009964
3789.910987
682.525336
149.4930436
1632.968984
2486.24772
1319.863126
1575.700155
359.1929319
603.344218
34.41332355
2522.975869
2403.910425
638.9857166
4569.50916
1638.649934
8407.331974
3877.006464
406.384502
1971.464606
254.0348361
1757.668314
374.8407615
5594.283435
1685.126955
2269.151336
665.9932581
484.7507215
463.94234
1599.331571
1188.079
7100.421324
861.3084812
13295.65775
723.4251723
272.9006664
1135.742364
7230.804474
2756.030169
1796.755714
2671.842938
1472.675162
773.4679909
2652.497063
4956.323221
594.5234612
677.4700024
3578.370226
6482.426259
206.1356076
1267.653922
1084.210299
3757.439815
687.1239253
1373.983888
1282.701641
940.6971347
317.0432996
1326.546838
891.8585296
238.5093301
3378.506495
1625.865124
5205.483818
928.1651229
2793.75708
1806.135152
1647.746472
1156.845139
3119.693479
2810.175581
3807.272348
699.3211784
477.3873522
726.3688427
4278.391666
11220.59743
5134.28638
3051.475163
2091.416276
3397.910464
516.627793
236.9074181
4551.883664
524.2734026
3123.346703
820.1735925
936.8536113
5091.198296
1198.217806
873.9960345
196.2560185
246.6647339
2362.822072
3830.094492
4820.155982
567.8606755
1857.129665
130.5522065
3404.03095
1889.492412
405.0701358
3415.97841
370.9953
1196.308453
1022.40588
707.1981002
2469.023134
3730.000113
2805.955805
7238.120215
878.1122608
475.6722645
12079.57822
5016.1543
980.1410193
621.8782606
141.3815588
5333.274864
719.232932
1529.964247
242.2975205
1238.027103
1104.331641
154.9066122
2194.62911
1401.381789
1316.613034
1409.20819
1200.955617
5019.955952
2154.381493
2073.232237
3397.393028
1570.228482
2061.384473
444.3716603
694.5412431
545.3713112
1635.283027
3276.045422
3335.258228
900.5857389
434.7201644
924.4586858
917.2100598
4059.148362
5106.948749
1247.607865
1435.088419
756.3725936
3560.025733
188.3661688
4302.052817
3016.351902
1141.999169
2715.121693
993.506051
1345.564865
1124.116789
5409.019062
4433.873974
1201.312544
5049.790977
901.5878081
1803.106817
973.2858054
473.9898346
1798.715185
1511.22342
1162.977661
1093.422973
8517.438471
856.3912922
173.1950734
451.9623922
3967.84323
347.9906087
229.0730114
774.2599615
161.8062966
4329.662984
1378.26897
1074.897636
2015.69917
3966.472841
314.8116787
2769.179246
1913.547907
4459.896935
4123.012485
791.417701
932.4574281
3238.36236
260.2513879
938.1032338
672.6736097
1864.796736
2862.993587
634.5262094
616.3736618
476.379532
1652.537845
