total_length,avg_curvature,max_curvature,std_curvature,tight_corners_pct,straight_pct,avg_slope,max_slope,elevation_range,max_elevation,min_elevation,gear_ratio,tire_friction,avg_speed_ms,rt_elevation,rt_mixed,rt_straight_speed,rt_tight_curves,rt_tire_friction_test
890.3079238512682,0.0090062168904509,0.04293477883349045,0.0159558666579908,0.2,0.75,0.0,0.0,0.0,0.0,0.0,1.5,0.5,9.009030477083297,0.0,0.0,1.0,0.0,0.0
890.3079238512682,0.0090062168904509,0.04293477883349045,0.0159558666579908,0.2,0.75,0.0,0.0,0.0,0.0,0.0,1.5,1.0,9.009030477083297,0.0,0.0,1.0,0.0,0.0
890.3079238512682,0.0090062168904509,0.04293477883349045,0.0159558666579908,0.2,0.75,0.0,0.0,0.0,0.0,0.0,1.5,2.0,9.009030477083297,0.0,0.0,1.0,0.0,0.0
890.3079238512682,0.0090062168904509,0.04293477883349045,0.0159558666579908,0.2,0.75,0.0,0.0,0.0,0.0,0.0,1.5,3.0,9.009030477083297,0.0,0.0,1.0,0.0,0.0
890.3079238512682,0.0090062168904509,0.04293477883349045,0.0159558666579908,0.2,0.75,0.0,0.0,0.0,0.0,0.0,2.5,0.5,11.810699705603643,0.0,0.0,1.0,0.0,0.0
890.3079238512682,0.0090062168904509,0.04293477883349045,0.0159558666579908,0.2,0.75,0.0,0.0,0.0,0.0,0.0,2.5,1.0,11.810699705603643,0.0,0.0,1.0,0.0,0.0
890.3079238512682,0.0090062168904509,0.04293477883349045,0.0159558666579908,0.2,0.75,0.0,0.0,0.0,0.0,0.0,2.5,2.0,11.810699705603643,0.0,0.0,1.0,0.0,0.0
890.3079238512682,0.0090062168904509,0.04293477883349045,0.0159558666579908,0.2,0.75,0.0,0.0,0.0,0.0,0.0,2.5,3.0,11.810699705603643,0.0,0.0,1.0,0.0,0.0
890.3079238512682,0.0090062168904509,0.04293477883349045,0.0159558666579908,0.2,0.75,0.0,0.0,0.0,0.0,0.0,4.0,0.5,12.124991275411308,0.0,0.0,1.0,0.0,0.0
890.3079238512682,0.0090062168904509,0.04293477883349045,0.0159558666579908,0.2,0.75,0.0,0.0,0.0,0.0,0.0,4.0,1.0,12.124991275411308,0.0,0.0,1.0,0.0,0.0
890.3079238512682,0.0090062168904509,0.04293477883349045,0.0159558666579908,0.2,0.75,0.0,0.0,0.0,0.0,0.0,4.0,2.0,12.124991275411308,0.0,0.0,1.0,0.0,0.0
890.3079238512682,0.0090062168904509,0.04293477883349045,0.0159558666579908,0.2,0.75,0.0,0.0,0.0,0.0,0.0,4.0,3.0,12.124991275411308,0.0,0.0,1.0,0.0,0.0
890.3079238512682,0.0090062168904509,0.04293477883349045,0.0159558666579908,0.2,0.75,0.0,0.0,0.0,0.0,0.0,6.0,0.5,12.26573350242483,0.0,0.0,1.0,0.0,0.0
890.3079238512682,0.0090062168904509,0.04293477883349045,0.0159558666579908,0.2,0.75,0.0,0.0,0.0,0.0,0.0,6.0,1.0,12.26573350242483,0.0,0.0,1.0,0.0,0.0
890.3079238512682,0.0090062168904509,0.04293477883349045,0.0159558666579908,0.2,0.75,0.0,0.0,0.0,0.0,0.0,6.0,2.0,12.26573350242483,0.0,0.0,1.0,0.0,0.0
890.3079238512682,0.0090062168904509,0.04293477883349045,0.0159558666579908,0.2,0.75,0.0,0.0,0.0,0.0,0.0,6.0,3.0,12.26573350242483,0.0,0.0,1.0,0.0,0.0
918.3588716921877,0.008367892689846834,0.032886192929737254,0.013085846547498085,0.3,0.7,0.0,0.0,0.0,0.0,0.0,1.5,0.5,8.64654610293737,0.0,0.0,1.0,0.0,0.0
918.3588716921877,0.008367892689846834,0.032886192929737254,0.013085846547498085,0.3,0.7,0.0,0.0,0.0,0.0,0.0,1.5,1.0,8.64654610293737,0.0,0.0,1.0,0.0,0.0
918.3588716921877,0.008367892689846834,0.032886192929737254,0.013085846547498085,0.3,0.7,0.0,0.0,0.0,0.0,0.0,1.5,2.0,8.64654610293737,0.0,0.0,1.0,0.0,0.0
918.3588716921877,0.008367892689846834,0.032886192929737254,0.013085846547498085,0.3,0.7,0.0,0.0,0.0,0.0,0.0,1.5,3.0,8.64654610293737,0.0,0.0,1.0,0.0,0.0
918.3588716921877,0.008367892689846834,0.032886192929737254,0.013085846547498085,0.3,0.7,0.0,0.0,0.0,0.0,0.0,2.5,0.5,10.571637391216447,0.0,0.0,1.0,0.0,0.0
918.3588716921877,0.008367892689846834,0.032886192929737254,0.013085846547498085,0.3,0.7,0.0,0.0,0.0,0.0,0.0,2.5,1.0,10.571637391216447,0.0,0.0,1.0,0.0,0.0
918.3588716921877,0.008367892689846834,0.032886192929737254,0.013085846547498085,0.3,0.7,0.0,0.0,0.0,0.0,0.0,2.5,2.0,10.571637391216447,0.0,0.0,1.0,0.0,0.0
918.3588716921877,0.008367892689846834,0.032886192929737254,0.013085846547498085,0.3,0.7,0.0,0.0,0.0,0.0,0.0,2.5,3.0,10.571637391216447,0.0,0.0,1.0,0.0,0.0
918.3588716921877,0.008367892689846834,0.032886192929737254,0.013085846547498085,0.3,0.7,0.0,0.0,0.0,0.0,0.0,4.0,0.5,10.719790499730921,0.0,0.0,1.0,0.0,0.0
918.3588716921877,0.008367892689846834,0.032886192929737254,0.013085846547498085,0.3,0.7,0.0,0.0,0.0,0.0,0.0,4.0,1.0,10.719790499730921,0.0,0.0,1.0,0.0,0.0
